platform,key,zh,en,status,finding_id,notes
web,admin.applicationAnalysisWorkflow.automation.minStageHours,最小时长（小时）,Minimum stage hours,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.automation.nextEligiblePromotion,下次可升级时间,Next eligible promotion,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.automation.paused,暂停自动化,Automation paused,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.automation.rolloutPercentages,放量百分比,Rollout percentages,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.automation.save,保存配置,Save config,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.automation.sweepHistory,Sweep 历史,Sweep history,需产品确认,I18N-016,Admin/application-analysis ML terminology policy is inconsistent.
web,admin.applicationAnalysisWorkflow.automation.title,自动化,Automation,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.description,治理 canonical application analysis 的证据、策略版本、评估运行与实验预览。,"Govern evidence, policy versions, evaluations, and experimental previews for canonical application analysis.",需产品确认,I18N-016,Admin/application-analysis ML terminology policy is inconsistent.
web,admin.applicationAnalysisWorkflow.evaluations.actionabilityMean,可执行性,Actionability,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.caseCount,Gold Case 数,Gold Cases,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.commitSha,提交,Commit,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.dataset,数据集,Dataset,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.empty,还没有评估运行记录。,No evaluation runs have been recorded yet.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.evidenceMode,证据模式,Evidence Mode,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.failures,失败项,Failures,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.fixtureEvidenceCount,Fixture 证据数,Fixture Evidence,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.journeyPassRate,Journey 通过率,Journey Pass,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.latestReplayId,最近 Replay,Latest Replay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.liveGoldPassRate,Live Gold 通过率,Live Gold Pass,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.policyCorrectnessRate,政策正确率,Policy Correctness,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.realEvidenceCount,真实证据数,Real Evidence,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.replayMode,回放模式,Replay Mode,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.reportJsonPath,报告 JSON,Report JSON,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.reportPath,报告,Report,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.title,评估运行,Evaluation Runs,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.weakStateCorrectnessRate,弱态正确率,Weak-State Correctness,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.webVisualPass,Web 视觉通过,Web Visual,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.workflowMode,工作流模式,Workflow Mode,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evaluations.workflowRunUrl,工作流,Workflow,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.create,创建证据,Create Evidence,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.createTitle,创建学校政策证据,Create School Policy Evidence,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.created,证据已创建,Evidence created,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.dimension,政策维度,Policy Dimension,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.empty,还没有申请分析证据。,No application-analysis evidence has been created yet.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.fixtureHint,Fixture evidence 只用于 CI/nightly 治理，不代表 production 可信度；生产仍然只认已审核真实证据。,Fixture evidence is only for CI/nightly governance. Production trust still requires reviewed real evidence.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.modeAll,全部,All,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.modeFilter,证据模式,Evidence Mode,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.modeFixture,Fixture,Fixture,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.modeReal,真实,Real,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.notes,备注,Notes,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.policyHint,第一批证据审核通过后，再创建策略版本。,Create a draft policy version after the first evidence batch is reviewed.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.policyValue,政策值,Policy Value,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.queueTitle,证据审核队列,Evidence Review Queue,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.reviewSaved,证据审核已保存,Evidence review saved,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.reviewedAt,审核时间,Reviewed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.schoolId,学校 ID,School ID,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.sourceName,来源名称,Source Name,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.sourceUrl,来源链接,Source URL,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.evidence.updatedAt,更新时间,Updated,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.experiments.activate,激活能力,Activate Capability,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.experiments.activateSuccess,实验已激活,Experiment activated,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.experiments.canarySuccess,实验已进入 canary,Experiment moved to canary,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.experiments.capability,能力,Capability,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.applicationAnalysisWorkflow.experiments.create,创建实验,Create Experiment,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
